Thought,Black and White,Overgeneralization,Mental Filtering,Disqualifying the Positive,Mind Reading,Fortune Telling,Catastrophizing,Emotional Reasoning,Should Statements,Labeling,Self-Blame,Blaming Others
"<a alt=http://t.cn/E6CqBs8' supda-uatrack=""key=transmit_pic&value=transmit_pic_pic_pic_pic_pid=pic_pic_pic_minicard"" href=""javascript:void(0); ""action-ty=""widget_photoview"" action-data=""object_id=1022:230597705958885e9e11e7979c0170d80344&pid=c4b5149fly1wn8clj20ukow/mid=342488764202""",0,0,1,0,0,0,0,0,0,0,0,0
"I hope we all get out of the vortex of emotion faster, faster, and I don't want to be able to face life more positively than yesterday. I'm really anxious, and I'm going to go on a training trip and pack my bags, and I'm going to get nervous.",0,0,0,0,0,0,1,0,0,0,0,0
"I'm starting to get a breakdown in time, but I'm not tired, I'm not tired, I don't have a lot of hard work, but I hope I'll have the courage to end it.",0,0,1,0,0,0,0,0,0,0,0,0
"I thought I could drop my attention on you, but I still can't. How was it with you? Isn't it so easy? I envy you, but I'm too scared to walk away. How I wish I didn't have ears, so I wouldn't be so disappointed in the world, I wanted to come to you, you must wait for me!",0,0,1,0,0,0,1,0,0,0,0,0
There's no love in the world.,0,1,0,0,0,0,1,0,0,0,0,0
The bad news of today is over. The rest is good.,1,0,0,0,0,0,0,0,0,0,0,0
Nobody wants me anymore. They threw me away.,0,0,0,0,0,1,0,0,0,0,0,0
Let's go. I feel sorry for myself. I'm dying.,0,0,1,0,0,0,1,0,0,0,0,0
"Life doesn't stop when you're happy, when you find something to live, and there's a lot of things to go on and on. I don't want to cry. But I feel like it's happening again. Once you hit your ears, you don't even get your hands back. Why is it so painful?",0,1,0,0,0,1,0,0,0,0,0,0
"2019, still a humble one.",0,0,0,0,0,0,0,0,0,1,0,0
9 April 2019 & nbsp; & nbsp; it's a long night and it's gone.,0,0,1,0,0,1,0,0,0,1,0,0
"I don't like working parents, I don't like it! I'm going! I don't want to stick to my own path. I don't want to stick to the same thing for a long time. I don't know how many times, I'm tired, I'm tired early. I'm dying. I've met so many interesting people, I'm a little tired, but I'm tired, I'm confused, I don't know what to do.",0,0,1,0,0,0,0,0,0,0,0,0
It's not important to be alive.,0,0,1,0,0,0,0,0,0,0,0,0
Meals & nbsp; & nbsp; I always want to die & nbsp; & nbsp ; I'm really tired,0,0,1,0,0,0,0,0,0,0,0,0
"In fact, I'm particularly weak. All I'm thinking about is running away.",0,0,0,0,0,0,0,0,0,1,0,0
"In fact, it's life, it's forcing you, hoping that others will get away with it, and I've been having troubles lately.",0,0,0,0,0,1,0,0,0,0,0,0
"Crying in the morning till afternoon, my eyes still hurt. I'd love to find hope, but life is full of pits.",0,1,0,0,0,0,0,0,0,0,0,0
"Yeah, well, it's not like a girl who doesn't even meet her friend's head, and I'm not sure she'll ever be offended by someone who's specially mature. It's not like she's in front of a family or a relative. It's all wrong not to know what she can't do without justice. It's really boring.",0,1,0,0,0,0,0,0,0,0,0,0
Why am I so fat and ugly?,0,0,0,0,0,0,0,0,0,1,0,0
The warm sun will never come again.,0,0,0,0,0,1,0,0,0,0,0,0
"No, I don't think a man's words can be trusted. Don't be so humble next time.",0,0,0,0,0,0,0,0,0,1,0,0
"I feel so stressed, I don't know what to do next, I can't see hope at work. I can't see the future.",0,0,1,0,0,1,0,0,0,0,0,0
"Watching your microblogging makes you cry. I envy you. You can say your unhappiness like a joke. Then I have the courage. I'd really like to meet you if you were still there. It's a long time ago. And I really can't understand why I'm not happy. I'm okay with people living in a family like this, and it's really hard for me.",0,0,0,1,0,0,0,0,0,0,0,0
I'm so tired. I'm so tired of living.,0,0,1,0,0,0,0,0,0,0,0,0
I'm such a bitch.,0,0,0,0,0,0,0,0,0,1,0,0
"I've been thinking about the pains of my heart so far, even though the world hasn't been nice to me for so long, and I see it doesn't like me, and I can't help it, and I'm holding on to my insecure heart, and I'm just laughing to cover up my wound.",0,1,1,0,0,0,0,0,0,0,0,0
"It hurts, it hurts, it hurts, it cries, and I've got tears to cry, but I don't have the courage to call the police and kill that heartless man.",0,0,0,0,0,0,0,0,0,1,0,0
"The thought of the future is endless despair, and it's hard to live.",0,0,1,0,0,0,0,0,0,0,0,0
"I'm just really sorry about some people, but I'm sorry enough for myself.",0,0,0,0,0,0,0,0,0,0,1,0
"The world doesn't like me at all, and I don't like it anymore.",0,1,0,0,0,1,0,0,0,0,0,0
"I'm tired, but I'm afraid to die, and my dad's pointing out who's bad for you today, and he's under a lot of pressure, and now he can't even drive, he's always afraid he'll run into someone else, and he hasn't had more fun in a long time.",0,0,1,0,0,0,1,0,0,0,0,0
"Even if I were sick, I wouldn't let anyone know I was sick or I was sick. That's the mystery of the legend.",0,0,0,0,0,0,0,0,0,1,0,0
"As we all know, nothing lasts forever.",0,0,0,0,0,1,0,0,0,0,0,0
It's nice to have a laugh next door. I'm going to be so lonely for the rest of my life.,0,0,0,0,0,1,0,0,0,0,0,0
"I'm so open-minded, I don't think there's any point in living.",0,0,1,0,0,0,0,0,0,0,0,0
You can't be happy when you're in love without depression.,0,0,0,0,0,1,0,0,0,0,0,0
"You're tired, you're full of bad news. You've been dead all these years.",0,0,0,0,0,0,0,0,0,1,0,0
"I can't find a way out of this. I've done well from the top ten schools across the country to the top ten schools in the world. One year of antidepressants has stopped, a high-paying job has been found, but I can't hold on to it.",0,0,1,0,0,0,1,0,0,0,0,0
It's too hard to be left out by everyone.,0,0,0,0,1,0,0,0,0,0,0,0
When are these days going to end? Are you really going to kill me?,0,0,1,0,0,0,0,0,0,0,0,0
"A man like me, nobsp; nobsp; that sucks.",0,0,0,0,0,0,0,0,0,1,0,0
It's like no one's ever considered my feelings.,0,1,0,0,0,1,0,0,0,0,0,0
"I'm here again for dinner, and you know I'm particularly sad today, like I'm going to crush me with a little bit of small stuff, but I'm thinking I'm a good team player every year, and this year I'm the press commissioner who wrote a lot of press releases and took a lot of pictures of the class, and I'm in the middle of it. In fact, I don't have a vote, and I don't have a girl who doesn't usually have a thing, but who calls people to play games, and what's the point of my existence?",0,0,1,0,0,0,1,0,0,0,0,0
"I despair, and I am tired, and I do not believe in humanity, nor am I happy. full of pain. And what is there to live for?",0,0,1,0,0,0,0,0,0,0,0,0
"I feel like a schizophrenic, like a freak, like a lunatic, and I'm trying to suppress my pessimistic feelings and ideas, and I'm trying to make myself look as if I'm in love.",0,0,0,0,0,0,0,0,0,1,0,0
You just don't like me. I don't like me.,0,0,0,0,0,1,0,0,0,0,0,0
"I'm fine. I'm happy to love you. He's so good, but I'm so tired.",0,0,0,0,0,0,0,0,0,1,0,0
May I die early. You're such a bad-ass man. You're wasting your air.,0,0,0,0,0,0,0,0,0,1,0,0
I feel like I'm useless.,0,0,0,0,0,1,0,0,0,0,0,0
"Sometimes it's hard not to think of myself as having a little cold water on my own, and maybe they think it's good for me and &nbsp; &nbsp; &nbsp; &nbsp; but why they don't care about me &nbsp; &nbsp; ask my thoughts & nbsp; &nbsp; &nbsp; & don't hit & nbsp if you don't support & & nbsp; &nbsp; & nbsp; my life doesn't want to be made clear by them & nbsp; & nbsp; & nbsp; & maybe they're right to put my way steady & nbsp; & nbsp; & nbsp; & & I'm personal & nbsp; & & nbsp; have my own thoughts & want to be happy; & nbsp;",0,0,0,0,0,0,0,0,0,0,0,1
"I'm really tired, and I'm never going to go to a hospital and review it again.",0,0,0,0,0,0,0,0,1,0,0,0
"Well, I'm really useless because I can't keep up with my feelings, and I hate depression, but what if he doesn't go away?",0,0,1,0,0,0,1,0,0,1,0,0
Weak.,0,0,0,0,0,0,0,0,0,1,0,0
I may not be able to survive this spring. I should not be able to live this summer.,0,0,0,0,0,0,0,0,1,0,0,0
"I've had so much pain in my life, I can't forgive it, I can't hate it.",0,0,1,0,0,0,0,0,0,0,0,0
I have nothing to do with all the good things in the world.,0,0,1,0,0,1,0,0,0,0,0,0
Why isn't anyone treating me well?,0,0,0,0,0,1,0,0,0,0,0,0
"I'd love to have someone to help me get out of this dark abyss. But, no, no, no, no, no, no. I've always been the only one who could save myself, but it's hard to save myself. There is no one who can count on me. Better friends don't want them to touch the darkness of my heart. I'm not afraid of being alone, but I'm afraid of being alone.",0,1,0,0,0,0,0,0,0,0,0,0
"It's easy to drive when there's no way out. I'm much better. I'm going to do what I like. I'm going to do what I like. I'm going to do what I like. I don't care about people's eyes. When I'm old, I'm going to travel, a car, a car, a sight, and, finally, find a quiet place, and that's it, a salt fish, a free salt fish.",0,0,0,0,0,0,0,0,0,1,0,0
"Every morning at school like a normal person, laughing, I almost thought that I was getting better, but I had a breakdown in the evening, and for no reason, it was painful.",0,0,1,0,0,0,0,0,0,0,0,0
"I'm so ugly, I really don't deserve it. I'm uglier than anyone else, dumber than anyone else. I really don't deserve it.",0,0,0,0,0,0,0,0,0,1,0,0
"Don't be like that, sister, I've been having a lot of depression and social phobia for 20 years because of my personality, and I've been at home for a year and I've been afraid to go out and talk to people every day like a walker, and I'm a living person. I'm going to go to the hospital this year. Do you think there's really no room for you in this world? Let's work together.",0,0,0,0,0,0,0,0,0,1,0,0
"I never thought my second sister would do this to me, and I couldn't find someone to talk to, and I thought I was useless, and I had no place to go, and it wasn't the best thing that ever happened to me?",0,0,0,0,0,0,0,0,0,1,0,0
"Sometimes the cells in the head move, they get tired.",0,0,0,0,0,0,1,0,0,0,0,0
Maybe death is the only leverage I can fight fate.,0,0,0,0,0,1,0,0,0,0,0,0
"I'm sorry to meet you late, but it's not too late to get to know you, but I always feel like I've been crying for a while, crying like I can't do anything, and anyone's better than me. But now that I'm about to graduate, I'm getting old and hoping that my little buddy here will find his own happiness and happiness, even if he doesn't forget to be with someone.",0,1,0,0,0,1,0,0,0,1,0,0
"It's time to go to bed, to eat, to sleep, to not talk to you today, to sleep, but I can't cry.",0,0,1,0,0,1,0,0,0,0,0,0
Why live if you can't make yourself happy?,1,0,0,0,0,0,0,0,0,0,0,0
"Life is happy, but life is hopeless. I wish I'd never been in this world. I always screw everything up.",0,0,1,0,0,0,0,0,0,0,1,0
"I feel like I'm living in a painful abyss every day, trying to pull myself out, but it gets deeper every day.",0,0,1,0,0,0,0,0,0,0,0,0
I pray that God will take my life now. I can't jump out of school. I'm not wrong at school. I'm not wrong at school. I'm not wrong at school.,0,0,0,0,1,0,0,0,0,0,0,0
"Too eager to own, sometimes to others, is a burden on themselves, for example, to live.",0,0,0,0,0,0,0,0,1,0,0,0
Have you lived in another world? Have you understood? Take me with you. There is nothing left for me in this world! Dead! Desperate!,0,0,1,0,0,0,0,0,0,0,0,0
"I wake up feeling that everything in the world means nothing to me. I don't want to talk, I don't want to sleep, I don't want to do anything.",0,0,1,0,0,0,0,0,0,0,0,0
He's still alive. Why should you suffer what he deserves?,0,0,0,0,0,0,0,0,1,0,0,0
"I've been trying to control my emotions, but I really hate myself, and I'm trying to make life better, but it doesn't seem to make any sense.",0,0,1,0,0,1,0,0,0,0,1,0
"Life's hard, it's hard, it's hard, it's hard, it's hard, it's hard, it's hard, it's hard, it's hard, it's hard, it's hard, it's hard, it's hard, it's hard, it's hard, it's hard, it's hard, it's hard, it's hard, it's hard, it's hard, it's hard, it's hard, it's hard, it's hard, it's hard, it's hard, it's hard, it's hard, it's hard, it's hard, it's hard, it's hard, it's hard, it's hard, it's hard, it's hard, it's hard, it's hard, it's hard, it's hard, it's hard, it's hard, it's hard.",0,0,1,0,0,0,0,0,0,0,0,0
"One's life is not easy, I've been mixed up for 41 years, I've had the toughest days of my life, and now I'm just thinking about it, and I'm just thinking about it, and I'm afraid of death, and I'm just trying to find an excuse for myself to be happy. Of course, everyone's sufferings are different. They're not trying to convince you. Just think of the fact that it's easy to get rid of hundreds of millions of brothers in October.",0,0,0,0,0,0,0,0,0,1,0,0
I'm a liability to live.,0,0,0,0,0,0,0,0,0,1,0,0
"They always try to find out if the world is wrong and not their own. But they can't find themselves. They don't know enough about themselves, drag their legs. They don't know enough to play. They're sprayed. They don't read enough.",0,0,0,0,0,0,0,0,0,0,1,0
I'm so tired of crying all night.,0,0,1,0,0,0,1,0,0,0,0,0
"Well, that's why people like me deserve to be rejected.",0,0,0,0,0,0,0,0,1,0,0,0
"I'd like someone to warm up, but my possessiveness will make it look bad, and no one will accept me as bad as I am, if only there was another in the world.",0,0,0,0,0,1,0,0,0,1,0,0
"It's not really his fault, it's my own incompetence.",0,0,0,0,0,0,0,0,0,1,0,0
"I can't stand it anymore, and it's another year, and I remember him again, and he can take me away?",0,0,0,0,0,0,0,0,0,1,0,0
I don't have the ability to work; & nbsp; I'm nothing; & nbsp; I'm nothing; & nbsp; I have a lot of difficulties and obstacles.,0,0,1,0,0,0,0,0,0,1,0,0
"I don't know where to get a sleeping pill. I feel like I'm dying. It's a happy thing. If I could die, I'd be happy.",0,0,0,0,0,0,0,0,1,0,0,0
"I don't know what I'm going to die for, but it's just hard to die.",0,0,1,0,0,0,0,0,0,0,0,0
"You know I can't stand it anymore, and I want to see you.",0,0,0,0,0,1,0,0,0,0,0,0
Today we're all sand eagles.,0,0,0,0,0,0,0,0,0,1,0,0
Maybe I shouldn't even be in this world.,0,0,0,0,0,0,0,0,1,0,0,0
I've finally become the kind of person I hate.,0,0,0,0,0,0,0,0,0,0,1,0
But nothing's gonna get better.,0,1,0,0,0,1,0,0,0,0,0,0
"I've lost someone like that, and I'm comforting people.",0,0,0,0,0,0,0,0,0,1,0,0
"I'm afraid of death, but I don't deserve to live.",0,0,0,0,0,0,0,0,0,1,0,0
"The doctor's medicine makes me feel strange, but taking it makes me feel funny, like a little robot.",0,0,0,0,0,0,0,0,0,1,0,0
"My dad's out there cursing again, and I'm listening to this giggle in my room, living every day in fear and despair, living with a psycho, and he's killing me and ruining my whole life.",0,0,0,0,0,0,0,0,0,1,0,0
"There's parents around, and there's nothing left to love, so forget it, survive or destroy, and you have no choice.",1,0,0,0,0,0,0,0,0,0,0,0
I don't have friends or boyfriends or people who really like me.,0,0,0,0,0,0,0,0,0,1,1,0
"Hey, dinner, it's been a couple of days, it's really not happy, it's emotional. Work. Life's a mess. My stomach starts to get upset when I think of something else to deal with. I'd love to fill it with something. Suffocated, and then I'd be less empty.",0,0,1,0,0,0,0,0,0,1,0,0
It's childish. It's disgusting.,0,0,0,0,0,0,0,0,0,1,0,0
"I'm not so bad and cute, I'm not just happy for what I live for. I don't care if you're dirty.",0,0,0,0,0,0,0,0,0,1,0,0
Your life will be over soon.,0,0,0,0,0,1,0,0,0,0,0,0
"Every time I go out, it's like people all over the world are watching me look at my flaws.",0,0,0,0,0,1,0,0,0,0,0,0
"On the third day of the hospital, negative ideas can control things that don't come out for no reason, but I'm still tired of being alive, and I don't even want to cure my illness, and I can't die when it's done.",0,0,1,0,0,0,0,0,0,0,0,0
I feel like I'm sick everywhere.,0,0,0,0,0,1,0,0,0,0,0,0
It's sick.,0,0,0,0,0,0,0,0,0,1,0,0
It's hard to feel for a while. & nbsp; & nbsp; & nbsp; & nbsp; &nbsp; &nbsp; &nbsp; & nbsp; & nbsp; & nbsp; good only means that I'm weak.,0,0,1,0,0,1,0,0,0,1,0,0
"I woke up, I woke up, I slept, I was struggling between dreams and reality, and I opened my eyes, and my head was suddenly pulled back from my dreams.",0,0,1,0,0,0,0,0,0,0,0,0
I'm too fragile to use the only chip.,0,0,0,0,0,0,0,0,0,1,0,0
"I want to hug, but I push this hug once and for all for fear of being hurt again, and now I have nothing but a life that's not worth it, and I want to end it, and I want to put an end to everything, and when I haven't been in this world, I can't find anything!",0,0,1,0,0,0,0,0,0,0,0,0
"No one wants to fall in love with a depressed person, right?",0,1,0,0,0,1,0,0,0,0,0,0
"I was also a lively child, infecting his friends with positive energy, actively entering without fear of failure. I did not know when to begin, and suddenly I did not like to speak, to be alone, to be afraid of trying, to be weak, to be humble, to be incompetent.",0,0,0,0,0,0,0,0,0,1,0,0
That's why you can't be completely happy with depression.,0,0,0,0,0,1,0,0,0,0,0,0
I don't like life either. I always wonder when I'm going to end up there.,0,0,1,0,0,0,0,0,0,0,0,0
"There's so much I want to do, but there's nothing I can do.",0,0,0,0,0,1,0,0,0,0,0,0
You're a liar.,0,0,0,0,0,0,0,0,0,1,0,0
I've really become a very bad person. I'm so sorry.,0,0,0,0,0,0,0,0,0,1,0,0
"I missed the time to sign up, I couldn't take the exam, and I didn't tell anyone because I was already in pain, and if I told someone I'd be blamed again, it would be worse. You can understand me, you can eat.",0,0,0,0,0,1,1,0,0,0,0,0
"Why do you get depressed? I know, I deserve to die.",0,0,0,0,0,0,0,0,1,0,0,0
"Hey, stranger, it's because I'm upset and my husband's asking me to divorce, and it's not like I won't let him go for better happiness, but I'm tired of this disease, trying to walk alone in peace and without knowing how to leave without pain, to admire your courage when I take the knife, it's cold when I'm standing up there, and I think it's a big wind, and it's a reason for fear.",0,0,1,0,0,0,0,0,0,0,0,0
"I feel like I'm living on my own, and my contradictions are about to explode, and I miss you so much.",0,0,0,0,0,0,0,0,0,1,0,0
"At noon, even though I'm crying, I can't hold on for a few hours, and I don't know when my parents will be left alone, and then accidentally have my baby, get through a tough pregnancy, and then come to my baby, but no one loves her, except me. She's my angel, saved me, but I'm not a good mother.",0,0,0,0,0,1,0,0,0,0,0,0
"I work here so hard, relationships never work out. It must be my problem. I'm too proud to be a licking dog to smile.",0,0,0,0,0,0,0,0,0,0,1,0
"Be careful, then rely on it, then believe it all, give it to you, until this is the end of our lives, and your success will never make me like and love again, and your success will wipe out my ability to kill me.",0,0,1,0,0,0,1,0,0,0,0,0
"The book says you can be the most confident and happy you can be, but I don't dare.",0,0,0,0,0,0,0,0,0,1,0,0
Maybe I'm redundant.,0,0,0,0,0,0,0,0,0,1,0,0
"I've been so scared of being alone lately, I'm afraid I'll die and nobody will know. It's like I'm a friend. I feel like I'm a failure.",0,0,0,0,0,0,0,0,0,1,0,0
"It's been a while. It's my problem. I'm sorry, friends.",0,0,0,0,0,0,0,0,0,0,1,0
No one likes me. No one cares about my mood. Am I completely gone?,0,0,0,0,0,1,0,0,0,0,0,0
"And then all my pain turned out to be what she said to me. But everyone ignored me and talked happily when I went mad. My life was just a shame, and I heard someone laugh more.",1,0,0,0,0,0,0,0,0,0,0,0
"I don't want to have anything to do with my mother, but I'm in too much pain and I have to hang around. Otherwise, I can't help what I'm learning. I'm scratching out, I'm empty, I can't, I can't, I can't, I can't, I can't, I can't, I can't, I can't, I can't, I can't.",0,0,1,0,0,0,0,0,0,0,0,0
"I want to go. I want to go 24 hours a day, I want to give up. I really can't.",0,0,1,0,0,0,0,0,0,0,0,0
"I'm sorry, but the world may have given me bad feedback.",0,1,0,0,0,1,0,0,0,0,0,0
"I want to die, to do the work I don't like, and my parents keep pushing for girlfriends, and these days I've been depressed, watching the flower world get less fun and it's like jumping off the balcony.",0,0,0,0,0,0,1,1,0,0,0,0
"I'm starting again, this intermittent depression, it's killing me, I'm reading books today, I can't find places when I'm closed, I can't find them, you know, I can't find them, and I'm starting to cry on the way to the subway station, and it doesn't seem like I'm alive.",0,0,1,0,0,0,1,0,0,0,0,0
"All of a sudden, it is so sad that, because of illness, the daily amount of medicine is enough to eat a meal, and from time to time there is a check. Without me, there would have been no such burden, and their lives would have been better.",0,0,0,0,0,1,0,0,0,0,0,0
"I'm a graduate in Chinese medicine, and after many years of graduate studies, I'm only a graduate student, and I'm taking too many blows this year, and I'm a hard-working man, and it took me a lot of time to pull myself out of a low mood, but I really don't have the confidence. I really envy your graduate students, because they're more competitive than undergraduates, and they don't even have the qualifications to sign up.",0,0,1,0,0,0,1,0,0,0,0,0
"Meals, maybe I'm evil, so I never get what I want. The world is hell for me.",0,0,0,0,0,1,0,0,0,1,0,0
I'm a machine with no feelings. I have nothing to lose.,0,0,0,0,0,0,0,0,0,1,0,0
& nbsp; & nbsp; & nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; knowing it's wrong & nbsp; &nbsp; but can't control myself & nbsp; & nbsp; & nbsp; and don't know when to hold on,0,0,1,0,0,0,0,0,0,0,0,0
"I don't think it's good to do anything, even when it looks like it's good enough for someone else to blame themselves, because it's bad for themselves, because none of my friends know about depression, and they really think it's too much for me, but I'm really sorry to let myself die.",0,0,1,0,0,0,1,0,0,0,0,0
"You think it's sweet, but it's bitter, and it's bitter, and it's bitter, and it's bitter.",0,0,1,0,0,0,0,0,0,0,0,0
"Every time life and work get bad, I want to see what you're talking about, it's getting better and better, it's bullshit! For me, it's good to be able to stay the way you are, and, more importantly, you never know what's worse, a mountain is lower than a mountain, and a low is never lower.",0,1,0,0,0,1,0,0,0,0,0,0
I'm just a parasite.,0,0,0,0,0,0,0,0,0,1,0,0
"What is it now? Probably, eating and dying in constant despair.",0,0,1,0,0,0,0,0,0,0,0,0
"Last week I was so sad, and I set a suicide date for myself, and then I went through it every day. Today is my birthday and I set a suicide date!",0,0,0,0,0,0,0,1,1,0,0,0
"Self-confidence makes me extremely insecure, and I have to look confident again in front of people. & nbsp; & nbsp; so I dare to live with my feelings of inferiority and security only every night, when I am in a nest. Sometimes I can only sleep by the corner of the wall or by the bedboard. & nbsp; & nbsp; before I was afraid to die in my room for months, there was no one to find out, and now there is an accident in my bed.",0,0,0,0,0,0,0,0,0,1,0,0
I can't live. I can't do anything right.,0,0,0,0,0,1,0,0,0,1,0,0
It turns out there are so many similar people. Not since 8:00 a.m. woke up. Hungry but not remembering. I just want to cry. I don't want to cry. I don't know what I can do every day at this age. I don't know what I can do when I quit. I don't know.,0,0,1,0,0,1,0,0,0,0,0,0
Maybe it won't last forever.,0,0,0,0,0,1,0,0,0,0,0,0
I'm such a pain in the ass.,0,1,0,0,1,0,0,0,0,0,0,0
I'm not good at all. I'm not good at all.,0,0,1,0,0,0,0,0,0,0,0,0
"See, I'm crying again. It's useless.",0,0,0,0,0,0,1,0,0,1,0,0
"You take a cab back to school at night, go through a dark road with only a couple of street lights, you can't be scared, you can't think of any kind of car accident kidnapping, what if you die, and then you think that the suicide note is written, and you're calm.",0,0,1,0,0,0,0,0,0,0,0,0
"He made me quit and forced me to give up everything, like I never had a choice, a puppet, so tired I wanted to talk to my parents, but they never gave me a chance.",0,1,0,0,0,0,0,0,0,1,0,0
"I found out that I was gay. I'm sorry for my family, I'm sorry for my friends. I can't admit I'm not being kind, and my friends are leaving me.",0,0,0,0,0,0,0,0,0,0,1,0
"I'm going to see a psychiatrist tomorrow, and I feel like I'm not gonna get better. I'm going to buy a red dress, I'm going to light a warm fire, I'm going to drink sour and sweet wine, I'm going to make myself a beautiful make-up, and I'm going to leave quietly and with dignity.",0,0,0,0,0,1,0,0,0,0,0,0
"I'm really sorry, but at this point in time, I can kill a camel like a straw if I don't see it.",0,0,0,0,0,0,0,0,0,1,0,0
"Sometimes I feel really tired, I don't know why I'm so tired, I don't have a job, I don't know how to go, I really want to kill myself.",0,0,1,0,0,0,0,0,0,0,0,0
"The meal, the third day of the break-up, yesterday's day is over, and I wish I could sleep well, but the feeling of what's crushing comes back, envious of those who can sleep well.",0,0,1,0,0,0,1,0,0,0,0,0
There's nothing to be happy about. It's too much of a day's work. I've given up.,0,0,1,0,0,0,0,0,0,0,0,0
"I'm really crazy and I can't go out in my own world. I can't help it. If it wasn't for my only child, I'm afraid...",0,0,0,0,0,0,0,0,0,1,0,0
What if you can't find a job in six months?,0,0,1,0,0,0,1,0,0,0,0,0
"I don't think I should really get married. Marriage is more painful and more painful. You can't imagine what funny things have happened to me since the 14th of the month. My parents treat me, and the husband I choose to do. I wonder how miserable things are. I might have children, and my childhood is sad, and I don't want my children to suffer.",0,0,1,0,0,1,0,0,1,0,0,0
"Meals, I'm taking too many days off, and the teacher says I'm gonna have to fix it again. I'm only looking forward to the poor two days of vacation, and I'm gonna make it to the point where I'm tired and disgusted.",0,0,1,0,0,0,1,0,0,0,0,0
It's so lonely. No one in the world will understand me.,0,0,0,0,0,1,0,0,0,0,0,0
"It's boring to finish class in the morning, and it's all about that old-fashioned, obsessive teacher.",0,0,0,0,0,0,0,0,0,1,0,0
"One bad news after another, and two years of having another girlfriend, the new favorites I've met and his ex are back together, and it's been so hard to get half of the 2019s, it's like copying the 2018s, it's disgusting.",0,1,1,0,0,1,0,0,0,0,0,0
"I've got a lot of ways to prove that I'm not bad or that I'm not bad, but it's true to make that girl cry.",0,0,0,0,0,0,0,0,0,0,1,0
Maybe the sparkling ones don't belong to me.,0,0,0,0,0,1,0,0,0,0,0,0
"I don’t know if I'm mentally ill, I'm always losing my temper, I can’t move, I can’t do anything. The relationship with my parents is bad, and I don’t know what I'm worth.",0,1,0,0,0,0,0,0,0,0,0,0
"I think it's hard to be alone abroad, and because of this shit, I can't stay with Grandma when she needs me the most, and I hate myself, and she's been gone for almost a year. Mom says it's gonna be okay, but I know I won't, and I'm gonna lose my grandma forever, and no one can cure me.",0,0,0,0,0,1,0,0,0,0,1,0
"You can't have a good life, you can't have a good death.",1,0,0,0,0,0,0,0,0,0,0,0
"I'm probably going to be like this for the rest of my life, and it's going to be with me for the rest of my life, and it's going to be fun when I'm dead.",0,1,0,0,0,1,0,0,0,0,0,0
"I don't think there's a guy in the world who really likes me. Even if he likes it, he's gone for a long time. There's a chance. Now, I really understand.",0,1,0,0,0,1,0,0,0,0,0,0
"It's depressing, it's helpless, it looks like it's depressed, it's working, it's hard to live, it's hard to live, it's hard, it's hard, it's hard, it's hard, it's hard, it's hard, it's hard, it's hard, it's hard, it's hard.",0,0,1,0,0,1,0,0,0,0,0,0
"I don't want to wake up, I just want to sleep forever, just one wish to finish. It's done, I'm gone. My life's gone. Wait for me. We'll talk.",0,0,0,0,0,1,1,0,0,0,0,0
I feel like I'm going to have to get a little bit of it.,0,0,0,0,0,0,0,0,0,1,0,0
Remembering the previous laser surgery in 2014 & nbsp; & nbsp; reminiscent of the first day of the school's day off from Pearl Coasters to take five license plates from the kindergarten of a factory worker to meet him on a walk-by basis until he ends up grieving & nbsp; & nbsp; almost one cry every day for thousands of days. When can we die? & nbsp; & nbsp; eyes are almost lost.,0,0,1,0,0,0,0,0,0,0,0,0
Living for me is torture. It's torture for others.,0,0,0,0,0,1,0,0,0,0,0,0
It's gonna be a very hard day. I'm tired. I'm tired.,0,0,0,0,0,1,0,0,0,0,0,0
I'm so tired. I'm so tired.,0,0,0,0,0,0,1,0,0,0,0,0
"I don't know, I don't know, I don't know, I don't know, I don't know, I don't know, I don't know.",0,0,0,0,0,0,0,0,0,1,0,0
"All the hypocritical love or people are away from me, or they can't get close to me.",0,1,0,0,0,1,0,0,0,0,0,0
Let me be a villain.,0,0,0,0,0,0,0,0,0,1,0,0
No one would really like me.,0,0,0,0,0,1,0,0,0,0,0,0
I'm going to work overtime on the day after the day off; & & nbsp; it's so painful,0,0,1,0,0,0,1,0,0,0,0,0
"If I kill myself, a lot of people will laugh at me.",0,0,0,0,0,1,0,0,1,0,0,0
"In February, when I had a breakdown of my emotions because of the poor performance of my studies to the point of doubting that I was really depressed, I had one experience of the world collapsing, and this time I had a run-off similar to the previous one, and I added a couple of depression patients and looked at their conversation in the group, and I found myself suddenly happy when I wasn't like them, because I wasn't depressed, and I was just occasionally depressed, and I could be cured.",0,0,1,0,0,0,0,0,0,0,0,0
I'll never be able to wait for someone who really loves me.,0,0,0,0,0,1,0,0,0,0,0,0
No more waiting. No one's gonna give you a hand.,0,0,0,0,0,1,0,0,0,0,0,0
"I hate people in this world, things, everything, including myself, I want to die, I really want to die...",0,0,1,0,0,0,0,0,0,0,0,0
What's wrong with me these days?,0,0,1,0,0,0,0,0,0,0,0,0
There are plenty of bad guys with two legs in the world.,0,0,0,0,0,0,0,0,0,1,0,0
